epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
117,293.34,0.44804,0.62933,0.4476,0.00277,0.19989,0.91079,0.85313,0.95461,0.88965,0.91079,0.85313,0.95461,0.87445,0.44731,1.12504,0.49571,0.00383,0,0.000677543,0.000677543,0.000677543
118,295.735,0.44655,0.66679,0.46045,0.00275,0.22102,0.93876,0.83746,0.9572,0.88266,0.93876,0.83746,0.9572,0.86916,0.43948,1.16039,0.4068,0.00354,0,0.000672675,0.000672675,0.000672675
119,298.133,0.43047,0.60176,0.42213,0.00274,0.16472,0.91816,0.88226,0.95623,0.90296,0.91816,0.88226,0.95623,0.87152,0.36788,1.06007,0.32685,0.00296,0,0.000667789,0.000667789,0.000667789
120,300.526,0.45701,0.64121,0.46419,0.00249,0.22103,0.91785,0.88613,0.95669,0.90371,0.91785,0.88613,0.95669,0.87961,0.36968,0.91679,0.3337,0.00302,0,0.000662885,0.000662885,0.000662885
121,302.967,0.41531,0.59922,0.41844,0.0025,0.18665,0.93235,0.86233,0.95746,0.90042,0.93235,0.86233,0.95726,0.87477,0.35579,0.90643,0.34418,0.00292,0,0.000657963,0.000657963,0.000657963
122,305.391,0.45128,0.55318,0.43607,0.00262,0.193,0.89519,0.89289,0.95187,0.88923,0.89819,0.88799,0.95137,0.86608,0.3997,0.88084,0.35796,0.00334,0,0.000653025,0.000653025,0.000653025
123,307.777,0.44794,0.62746,0.46294,0.00253,0.20291,0.90075,0.88402,0.95788,0.88626,0.89845,0.88747,0.95743,0.8723,0.39704,1.02495,0.33641,0.00328,0,0.000648071,0.000648071,0.000648071
124,310.237,0.42161,0.61485,0.45432,0.00241,0.21516,0.86936,0.87985,0.94995,0.88506,0.86936,0.87985,0.94995,0.85734,0.39551,1.09725,0.35955,0.00329,0,0.000643101,0.000643101,0.000643101
125,312.623,0.46794,0.71054,0.4538,0.00267,0.20425,0.86369,0.89787,0.94544,0.867,0.86369,0.89787,0.94544,0.84939,0.42389,1.21396,0.38982,0.00351,0,0.000638115,0.000638115,0.000638115
126,315.1,0.39018,0.5273,0.41761,0.00223,0.16678,0.88762,0.90718,0.93385,0.85629,0.88762,0.90718,0.93385,0.83543,0.40292,1.17184,0.38551,0.0033,0,0.000633115,0.000633115,0.000633115
127,317.599,0.44949,0.58904,0.45571,0.00255,0.22762,0.90885,0.8742,0.93199,0.86132,0.90885,0.8742,0.93199,0.83552,0.40677,1.18108,0.41785,0.00338,0,0.000628101,0.000628101,0.000628101
128,319.975,0.43887,0.59558,0.45561,0.00257,0.23909,0.89237,0.9059,0.9298,0.85014,0.89237,0.9059,0.92865,0.83072,0.44251,1.28735,0.45437,0.00379,0,0.000623074,0.000623074,0.000623074
129,322.35,0.4357,0.60557,0.41439,0.00253,0.21287,0.89214,0.89049,0.93523,0.86811,0.89214,0.89049,0.93523,0.83623,0.4144,1.13057,0.40504,0.00355,0,0.000618034,0.000618034,0.000618034
130,324.765,0.40874,0.56942,0.44587,0.0024,0.21027,0.86727,0.89027,0.92485,0.87253,0.86256,0.88551,0.91944,0.83134,0.35975,0.76284,0.39569,0.00295,0,0.000612981,0.000612981,0.000612981
131,327.207,0.41428,0.58354,0.41546,0.0024,0.18263,0.85995,0.891,0.92605,0.86624,0.85995,0.891,0.92605,0.84838,0.38839,0.67447,0.48208,0.00313,0,0.000607916,0.000607916,0.000607916
132,329.591,0.41707,0.60584,0.39048,0.00228,0.16203,0.86944,0.90467,0.92387,0.86786,0.86944,0.90467,0.92387,0.84324,0.37442,0.66848,0.51975,0.00307,0,0.00060284,0.00060284,0.00060284
133,331.904,0.41611,0.55405,0.42534,0.00237,0.21681,0.85999,0.89971,0.92325,0.86441,0.85999,0.89971,0.92325,0.83841,0.36839,0.60697,0.48794,0.00304,0,0.000597754,0.000597754,0.000597754
134,334.281,0.42471,0.65858,0.40481,0.0025,0.16789,0.856,0.89294,0.93023,0.86223,0.856,0.89294,0.93023,0.8556,0.40837,0.6726,0.54661,0.00342,0,0.000592657,0.000592657,0.000592657
135,336.651,0.41454,0.63159,0.44457,0.00246,0.20636,0.84341,0.88172,0.9193,0.85373,0.84341,0.88172,0.9193,0.83912,0.4007,0.75825,0.61175,0.00333,0,0.000587551,0.000587551,0.000587551
136,339.022,0.40098,0.60749,0.42019,0.00219,0.19981,0.86069,0.85727,0.9231,0.8639,0.86069,0.85727,0.9231,0.84781,0.39322,0.79783,0.60289,0.00321,0,0.000582435,0.000582435,0.000582435
137,341.441,0.40666,0.57261,0.41653,0.00244,0.17637,0.88361,0.8706,0.92864,0.86692,0.88361,0.8706,0.92864,0.8485,0.39877,0.87689,0.62123,0.00323,0,0.000577311,0.000577311,0.000577311
138,343.893,0.42031,0.5896,0.39752,0.00255,0.15739,0.87034,0.86414,0.92308,0.85005,0.87034,0.86414,0.92308,0.84796,0.41154,0.85581,0.70193,0.00331,0,0.000572179,0.000572179,0.000572179
139,346.195,0.42136,0.6044,0.38843,0.00241,0.19692,0.8922,0.83277,0.92276,0.85656,0.88197,0.82324,0.91851,0.84537,0.40505,0.74901,0.65899,0.00329,0,0.00056704,0.00056704,0.00056704
140,348.51,0.4121,0.55896,0.39476,0.00239,0.18717,0.84508,0.84354,0.91559,0.864,0.86771,0.81975,0.91165,0.82906,0.39675,0.66393,0.7123,0.00325,0,0.000561894,0.000561894,0.000561894
141,350.837,0.44565,0.57569,0.42659,0.00252,0.2131,0.81362,0.90633,0.91166,0.85284,0.82843,0.86612,0.91037,0.83192,0.41191,0.67022,0.73203,0.00348,0,0.000556742,0.000556742,0.000556742
142,353.264,0.44279,0.5938,0.40566,0.0026,0.20628,0.88539,0.85638,0.92119,0.8443,0.88016,0.85162,0.91913,0.84377,0.45095,0.71326,0.49163,0.00364,0,0.000551584,0.000551584,0.000551584
143,355.646,0.43198,0.55404,0.38443,0.00244,0.15949,0.84767,0.8728,0.91831,0.85674,0.84286,0.86804,0.91627,0.83042,0.46246,0.75726,0.47132,0.00388,0,0.000546421,0.000546421,0.000546421
144,358.054,0.41742,0.57656,0.39546,0.00255,0.15146,0.86291,0.85898,0.91389,0.85275,0.86291,0.85898,0.91389,0.82738,0.458,0.77006,0.47917,0.0039,0,0.000541253,0.000541253,0.000541253
145,360.54,0.40602,0.59775,0.39254,0.00233,0.17303,0.85653,0.8748,0.92575,0.86188,0.85653,0.8748,0.92575,0.83704,0.45409,0.77361,0.47017,0.00385,0,0.000536081,0.000536081,0.000536081
146,363.022,0.44013,0.63387,0.41614,0.0026,0.20676,0.85826,0.89792,0.94213,0.86239,0.85826,0.89792,0.94213,0.85503,0.49377,0.80509,0.44526,0.00412,0,0.000530906,0.000530906,0.000530906
147,365.467,0.48109,0.76428,0.47454,0.00303,0.20275,0.92192,0.86478,0.94719,0.86341,0.92192,0.86478,0.94719,0.8675,0.50934,0.84611,0.43835,0.00428,0,0.000525728,0.000525728,0.000525728
148,367.958,0.40749,0.54155,0.38368,0.00244,0.18772,0.92351,0.88187,0.95303,0.89707,0.91866,0.87711,0.94598,0.86047,0.43885,0.91653,0.38274,0.00368,0,0.000520548,0.000520548,0.000520548
149,370.505,0.43876,0.66654,0.40052,0.00257,0.1962,0.90358,0.87245,0.94749,0.89179,0.89887,0.86769,0.94077,0.8488,0.42071,1.20575,0.43608,0.00348,0,0.000515366,0.000515366,0.000515366
150,372.873,0.41264,0.62495,0.40604,0.00244,0.19885,0.92136,0.85024,0.94862,0.87456,0.91595,0.84569,0.94244,0.85721,0.42432,1.49005,0.61173,0.00355,0,0.000510184,0.000510184,0.000510184
151,375.217,0.41186,0.54904,0.40521,0.00232,0.188,0.89319,0.87338,0.94693,0.86649,0.8883,0.86862,0.94094,0.85882,0.46297,1.51472,0.60061,0.00381,0,0.000505,0.000505,0.000505
152,377.589,0.39896,0.51639,0.40157,0.00228,0.14835,0.90863,0.87928,0.9476,0.87441,0.90341,0.87452,0.94153,0.86073,0.42176,1.51269,0.57623,0.0035,0,0.000499816,0.000499816,0.000499816
153,379.917,0.37866,0.56673,0.36112,0.00203,0.1416,0.87184,0.87688,0.94481,0.87884,0.8668,0.87212,0.93819,0.86431,0.41565,1.44,0.53219,0.00356,0,0.000494634,0.000494634,0.000494634
154,382.249,0.4068,0.54428,0.38002,0.00237,0.1762,0.90124,0.83459,0.94696,0.88025,0.89518,0.83016,0.93985,0.86743,0.42502,1.27664,0.54036,0.00354,0,0.000489452,0.000489452,0.000489452
155,384.566,0.40954,0.59683,0.39486,0.00247,0.17563,0.92886,0.82789,0.94659,0.8723,0.92246,0.82363,0.93947,0.86995,0.43448,1.24004,0.51657,0.00357,0,0.000484272,0.000484272,0.000484272
156,386.941,0.3969,0.5567,0.35509,0.00231,0.14227,0.86829,0.89975,0.95295,0.88514,0.86829,0.89975,0.95295,0.875,0.40168,1.21705,0.50315,0.00336,0,0.000479094,0.000479094,0.000479094
157,389.262,0.39432,0.60677,0.38343,0.00229,0.14785,0.92416,0.86843,0.95733,0.89611,0.91954,0.86399,0.95028,0.86865,0.39163,1.20808,0.49309,0.00328,0,0.000473919,0.000473919,0.000473919
158,391.619,0.45322,0.65416,0.4436,0.0027,0.22793,0.88993,0.8864,0.95466,0.88154,0.88519,0.88188,0.94753,0.86783,0.42665,1.23678,0.53316,0.00363,0,0.000468747,0.000468747,0.000468747
159,394.015,0.39708,0.61106,0.35876,0.00236,0.18978,0.88613,0.89098,0.94818,0.88794,0.88113,0.88652,0.94086,0.86248,0.39501,1.21325,0.55655,0.00331,0,0.000463579,0.000463579,0.000463579
160,396.331,0.42641,0.61745,0.38902,0.00254,0.19458,0.86384,0.8842,0.94293,0.88654,0.85877,0.87944,0.93589,0.85184,0.36665,1.18687,0.58393,0.00301,0,0.000458416,0.000458416,0.000458416
161,398.664,0.3647,0.56609,0.36953,0.00192,0.14973,0.9021,0.85579,0.93817,0.8782,0.89576,0.85119,0.93136,0.85005,0.37901,1.19886,0.60189,0.00312,0,0.000453258,0.000453258,0.000453258
162,401.018,0.37554,0.61035,0.38277,0.00218,0.16476,0.8974,0.86358,0.93663,0.87458,0.89138,0.85895,0.92942,0.8482,0.37982,1.18654,0.58701,0.0032,0,0.000448106,0.000448106,0.000448106
163,403.417,0.40466,0.59945,0.38568,0.00226,0.18104,0.91227,0.86705,0.94726,0.88492,0.90702,0.86251,0.94016,0.85699,0.38366,1.18916,0.53238,0.00321,0,0.00044296,0.00044296,0.00044296
164,405.767,0.39999,0.60424,0.38933,0.00242,0.14311,0.88655,0.8923,0.9466,0.88728,0.88111,0.88785,0.93975,0.85426,0.36676,1.19565,0.49371,0.00302,0,0.000437821,0.000437821,0.000437821
165,408.104,0.39984,0.53693,0.38797,0.00224,0.17262,0.88533,0.8909,0.94743,0.89222,0.88026,0.88651,0.94277,0.85483,0.35045,1.1616,0.50491,0.00294,0,0.000432689,0.000432689,0.000432689
166,410.478,0.38363,0.57187,0.37319,0.00206,0.1471,0.90826,0.86498,0.94886,0.87815,0.9027,0.86022,0.94209,0.85505,0.40894,1.10168,0.51679,0.0034,0,0.000427565,0.000427565,0.000427565
167,412.893,0.3477,0.51598,0.34608,0.00206,0.14877,0.90304,0.86049,0.95559,0.88993,0.90304,0.86049,0.95559,0.86479,0.4004,1.13311,0.55353,0.00328,0,0.000422449,0.000422449,0.000422449
168,415.215,0.35055,0.4997,0.37969,0.00214,0.16621,0.90986,0.88053,0.95814,0.90639,0.90429,0.87577,0.95032,0.87311,0.35221,1.14802,0.5411,0.00293,0,0.000417343,0.000417343,0.000417343
169,417.564,0.38191,0.51782,0.38109,0.00222,0.14006,0.8953,0.86584,0.95733,0.89544,0.8953,0.86584,0.95733,0.8735,0.39976,1.23319,0.51945,0.00339,0,0.000412246,0.000412246,0.000412246
170,419.958,0.43267,0.64462,0.37944,0.00259,0.17383,0.87377,0.87151,0.94863,0.85932,0.8695,0.86675,0.94263,0.86318,0.4961,1.1456,0.55753,0.00422,0,0.00040716,0.00040716,0.00040716
171,422.288,0.41725,0.56633,0.36546,0.00242,0.1446,0.867,0.8698,0.94444,0.8858,0.867,0.8698,0.94444,0.86423,0.38768,0.95008,0.56609,0.00332,0,0.000402084,0.000402084,0.000402084
172,424.609,0.40824,0.57833,0.37058,0.00241,0.1617,0.85372,0.87961,0.93985,0.88493,0.85372,0.87961,0.93985,0.86788,0.36481,0.86049,0.56956,0.00301,0,0.000397019,0.000397019,0.000397019
173,426.945,0.40495,0.5941,0.37595,0.0023,0.15282,0.877,0.84716,0.9425,0.88791,0.877,0.84716,0.9425,0.86894,0.3695,0.81861,0.55953,0.00305,0,0.000391966,0.000391966,0.000391966
174,429.343,0.40138,0.5813,0.37254,0.00231,0.17615,0.85952,0.88012,0.94029,0.89234,0.85952,0.88012,0.94029,0.86238,0.35639,0.80194,0.56473,0.00294,0,0.000386926,0.000386926,0.000386926
175,431.672,0.38141,0.5464,0.37634,0.00215,0.1781,0.86504,0.88234,0.94236,0.89334,0.86504,0.88234,0.94236,0.86162,0.36281,0.78372,0.57415,0.00305,0,0.000381899,0.000381899,0.000381899
176,434.055,0.4021,0.52046,0.38124,0.00221,0.17024,0.8958,0.86498,0.95038,0.88876,0.8958,0.86498,0.95038,0.86836,0.39634,0.84802,0.54325,0.00331,0,0.000376885,0.000376885,0.000376885
177,436.564,0.37709,0.53858,0.3301,0.0021,0.16391,0.90991,0.86058,0.95247,0.89712,0.90991,0.86058,0.95247,0.87165,0.3844,0.81937,0.50392,0.00317,0,0.000371885,0.000371885,0.000371885
178,438.998,0.38607,0.53822,0.37034,0.00239,0.17459,0.94183,0.82369,0.95336,0.89891,0.94183,0.82369,0.95336,0.87563,0.37219,0.86789,0.49418,0.00304,0,0.000366899,0.000366899,0.000366899
179,441.393,0.39088,0.54207,0.38168,0.00219,0.15866,0.91988,0.83913,0.9475,0.8885,0.91988,0.83913,0.9475,0.87269,0.36033,0.86447,0.47826,0.00295,0,0.000361929,0.000361929,0.000361929
180,443.782,0.40292,0.52606,0.35447,0.00239,0.14521,0.886,0.88734,0.94702,0.88758,0.886,0.88734,0.94602,0.87422,0.38371,0.91961,0.48288,0.00318,0,0.000356975,0.000356975,0.000356975
181,446.169,0.37889,0.48795,0.34978,0.00221,0.15671,0.89464,0.87947,0.94163,0.89078,0.89464,0.87947,0.94068,0.85886,0.38385,1.02822,0.4998,0.00318,0,0.000352037,0.000352037,0.000352037
182,448.496,0.35342,0.5259,0.35185,0.00212,0.13334,0.89058,0.86773,0.94769,0.89249,0.89058,0.86773,0.94683,0.86708,0.37797,1.12108,0.50405,0.00317,0,0.000347115,0.000347115,0.000347115
183,450.816,0.37008,0.53788,0.34354,0.00211,0.15769,0.8872,0.89303,0.95302,0.89631,0.8872,0.89303,0.95302,0.87531,0.38587,1.08772,0.4844,0.00323,0,0.000342211,0.000342211,0.000342211
184,453.192,0.35171,0.49861,0.34492,0.00198,0.15108,0.85198,0.91895,0.95139,0.89305,0.85198,0.91895,0.95139,0.86209,0.37693,0.97945,0.48121,0.0032,0,0.000337325,0.000337325,0.000337325
185,455.598,0.33869,0.46841,0.32552,0.00173,0.12053,0.90077,0.85116,0.94666,0.88974,0.89927,0.85177,0.94587,0.86307,0.3795,0.89924,0.49277,0.00323,0,0.000332457,0.000332457,0.000332457
186,458.051,0.36852,0.48724,0.3642,0.00214,0.15469,0.90773,0.87076,0.95304,0.8936,0.90773,0.87076,0.95304,0.87846,0.38074,0.76851,0.47258,0.00315,0,0.000327608,0.000327608,0.000327608
187,460.446,0.36835,0.55616,0.34332,0.00209,0.15205,0.87215,0.88899,0.95131,0.89712,0.87215,0.88899,0.95131,0.87525,0.34695,0.72907,0.47845,0.0028,0,0.000322778,0.000322778,0.000322778
188,462.821,0.36244,0.51488,0.33222,0.00204,0.14959,0.86314,0.87492,0.9511,0.90413,0.86314,0.87492,0.9511,0.87128,0.3415,0.72339,0.47936,0.00276,0,0.000317969,0.000317969,0.000317969
189,465.133,0.39647,0.59596,0.3641,0.00216,0.16982,0.89486,0.85355,0.95134,0.8941,0.89486,0.85355,0.95134,0.87469,0.36059,0.8774,0.50654,0.00289,0,0.00031318,0.00031318,0.00031318
190,467.458,0.34319,0.47279,0.29631,0.00201,0.11532,0.88598,0.88963,0.95558,0.90102,0.88598,0.88963,0.95558,0.87634,0.35187,0.83772,0.49945,0.00289,0,0.000308412,0.000308412,0.000308412
191,469.912,0.36357,0.60084,0.3335,0.00208,0.13731,0.88223,0.88251,0.95396,0.9011,0.88223,0.88251,0.95396,0.86829,0.35437,0.78871,0.50672,0.00294,0,0.000303665,0.000303665,0.000303665
192,472.3,0.35889,0.50552,0.33412,0.00201,0.13804,0.88145,0.8786,0.95018,0.89139,0.88145,0.8786,0.95018,0.87086,0.37543,0.77098,0.50469,0.00311,0,0.000298941,0.000298941,0.000298941
193,474.695,0.37106,0.50956,0.34357,0.00204,0.16787,0.92279,0.87351,0.95585,0.89228,0.92279,0.87351,0.95585,0.87586,0.36832,0.76594,0.47276,0.003,0,0.000294239,0.000294239,0.000294239
194,477.044,0.3809,0.5227,0.3297,0.0021,0.17986,0.89935,0.88422,0.95534,0.90712,0.89935,0.88422,0.95534,0.87728,0.31865,0.82149,0.39346,0.0026,0,0.000289561,0.000289561,0.000289561
195,479.468,0.38444,0.61712,0.35081,0.0024,0.13707,0.85746,0.93592,0.95952,0.90748,0.85746,0.93592,0.95952,0.88297,0.35253,0.89302,0.36143,0.00291,0,0.000284906,0.000284906,0.000284906
196,481.808,0.36204,0.50052,0.35719,0.00198,0.14009,0.84993,0.94601,0.96127,0.89982,0.84993,0.94601,0.96127,0.88304,0.39216,0.97189,0.36183,0.0033,0,0.000280275,0.000280275,0.000280275
197,484.127,0.35792,0.56264,0.31804,0.00214,0.13559,0.83785,0.95483,0.95799,0.9004,0.83785,0.95483,0.95799,0.87428,0.37726,0.97957,0.34129,0.00321,0,0.000275668,0.000275668,0.000275668
198,486.481,0.36398,0.57331,0.34255,0.00211,0.13184,0.84849,0.93876,0.95586,0.90034,0.84849,0.93876,0.95586,0.87013,0.36977,0.91718,0.33048,0.00309,0,0.000271087,0.000271087,0.000271087
199,488.922,0.33758,0.50439,0.33142,0.00194,0.14835,0.85575,0.92469,0.95741,0.90473,0.85575,0.92469,0.95741,0.8718,0.37745,0.84371,0.32857,0.00316,0,0.000266532,0.000266532,0.000266532
200,491.261,0.34315,0.51482,0.31001,0.00194,0.13383,0.86385,0.91111,0.95263,0.90717,0.86385,0.91111,0.95263,0.86988,0.37527,0.83464,0.33204,0.00317,0,0.000262003,0.000262003,0.000262003
201,493.589,0.35045,0.53414,0.3194,0.00208,0.1103,0.8785,0.89692,0.95068,0.89951,0.8785,0.89692,0.95068,0.86432,0.37898,0.87862,0.33534,0.00317,0,0.0002575,0.0002575,0.0002575
202,495.997,0.36004,0.52265,0.30508,0.00205,0.13236,0.83896,0.9038,0.94703,0.90164,0.83896,0.9038,0.94703,0.8589,0.34353,1.0305,0.38001,0.00283,0,0.000253024,0.000253024,0.000253024
203,498.319,0.36701,0.59294,0.34924,0.0021,0.16125,0.85176,0.89031,0.94297,0.89326,0.85176,0.89031,0.94297,0.85033,0.35648,1.19931,0.40345,0.00297,0,0.000248577,0.000248577,0.000248577
204,500.659,0.35921,0.53372,0.33848,0.00196,0.16811,0.85696,0.89798,0.93812,0.88664,0.85696,0.89798,0.93812,0.84597,0.37667,1.38048,0.44655,0.00319,0,0.000244157,0.000244157,0.000244157
205,502.994,0.35728,0.54638,0.36418,0.00201,0.16713,0.84485,0.88352,0.93907,0.88506,0.84485,0.88352,0.93907,0.8527,0.37676,1.44178,0.46279,0.00321,0,0.000239766,0.000239766,0.000239766
206,505.425,0.37822,0.53606,0.33692,0.00225,0.15508,0.84343,0.91324,0.94393,0.88863,0.84343,0.91324,0.94393,0.85835,0.37819,1.50083,0.47497,0.00314,0,0.000235404,0.000235404,0.000235404
207,507.74,0.36362,0.54636,0.34366,0.002,0.12756,0.84243,0.91754,0.94769,0.89268,0.83798,0.91304,0.94677,0.85956,0.36957,1.59012,0.47107,0.00306,0,0.000231071,0.000231071,0.000231071
208,510.079,0.33227,0.50119,0.31119,0.00194,0.15419,0.90241,0.86496,0.94416,0.89184,0.89779,0.8602,0.94342,0.85338,0.36376,1.7025,0.47412,0.00308,0,0.000226769,0.000226769,0.000226769
209,512.453,0.36624,0.48942,0.30447,0.00209,0.14502,0.88856,0.88244,0.94652,0.89013,0.88856,0.88244,0.94652,0.85431,0.36927,1.73338,0.48083,0.00313,0,0.000222497,0.000222497,0.000222497
210,514.798,0.36342,0.53726,0.33199,0.0021,0.14111,0.8874,0.89095,0.95327,0.89401,0.8874,0.89095,0.95327,0.85893,0.38235,1.7571,0.48925,0.00322,0,0.000218256,0.000218256,0.000218256
211,517.162,0.34393,0.51423,0.32888,0.00184,0.16851,0.88917,0.90423,0.95466,0.88829,0.88917,0.90423,0.95466,0.85901,0.39956,1.75567,0.49736,0.00337,0,0.000214046,0.000214046,0.000214046
212,519.505,0.36039,0.54617,0.31938,0.00207,0.14842,0.94367,0.87307,0.95752,0.89951,0.94367,0.87307,0.95752,0.86397,0.38664,1.67796,0.48152,0.00323,0,0.000209869,0.000209869,0.000209869
213,521.914,0.38093,0.55137,0.32342,0.00213,0.16287,0.89805,0.92401,0.96164,0.9154,0.89805,0.92401,0.96164,0.87369,0.35876,1.56724,0.46329,0.00302,0,0.000205723,0.000205723,0.000205723
214,524.323,0.36577,0.53663,0.33247,0.00201,0.15735,0.91975,0.9175,0.96162,0.91527,0.91975,0.9175,0.96162,0.87139,0.35609,1.40156,0.44098,0.00299,0,0.000201611,0.000201611,0.000201611
215,526.72,0.32009,0.49292,0.31133,0.00192,0.12895,0.91561,0.91076,0.95816,0.90936,0.91561,0.91076,0.95816,0.87412,0.34992,1.31339,0.44464,0.00287,0,0.000197532,0.000197532,0.000197532
216,529.163,0.35541,0.52564,0.32583,0.002,0.14445,0.91791,0.90631,0.95807,0.90688,0.91791,0.90631,0.95807,0.87267,0.34706,1.28537,0.45715,0.00283,0,0.000193486,0.000193486,0.000193486
217,531.558,0.34811,0.47603,0.32367,0.00204,0.15238,0.90851,0.9034,0.95739,0.90666,0.90851,0.9034,0.95739,0.87333,0.3441,1.23164,0.47024,0.00279,0,0.000189475,0.000189475,0.000189475
218,533.962,0.32718,0.47815,0.29266,0.00175,0.11693,0.9166,0.8826,0.95695,0.90127,0.9166,0.8826,0.95695,0.87568,0.36836,1.20934,0.47426,0.00308,0,0.000185498,0.000185498,0.000185498
219,536.349,0.35649,0.57498,0.33496,0.00195,0.12216,0.90689,0.87178,0.95302,0.90052,0.90689,0.87178,0.95302,0.87456,0.36917,1.19851,0.47305,0.0031,0,0.000181557,0.000181557,0.000181557
220,538.801,0.34945,0.50599,0.31137,0.00195,0.11995,0.89309,0.87015,0.94283,0.88981,0.89309,0.87015,0.94283,0.85999,0.35743,1.20112,0.49395,0.00298,0,0.000177651,0.000177651,0.000177651
221,541.198,0.35972,0.53328,0.34107,0.00199,0.1396,0.89211,0.87573,0.93655,0.88692,0.89211,0.87573,0.93655,0.85775,0.34298,1.12201,0.50292,0.00284,0,0.00017378,0.00017378,0.00017378
222,543.612,0.34551,0.55553,0.33805,0.00191,0.14606,0.89375,0.88489,0.94088,0.88427,0.88849,0.8802,0.93795,0.85731,0.36152,1.15075,0.51909,0.003,0,0.000169946,0.000169946,0.000169946
223,546.051,0.35076,0.53775,0.33925,0.00211,0.15451,0.88848,0.88704,0.94306,0.87851,0.88374,0.88228,0.94013,0.86238,0.39111,1.18633,0.5265,0.00326,0,0.000166149,0.000166149,0.000166149
224,548.445,0.33104,0.48772,0.29593,0.00192,0.10398,0.86451,0.91469,0.93861,0.87894,0.86005,0.90993,0.93529,0.85408,0.3824,1.17574,0.50662,0.0032,0,0.000162389,0.000162389,0.000162389
225,550.825,0.34098,0.51973,0.31411,0.00194,0.15176,0.86822,0.91961,0.93687,0.88014,0.86376,0.91485,0.93381,0.84345,0.35902,1.25452,0.50756,0.003,0,0.000158667,0.000158667,0.000158667
226,553.224,0.31648,0.45364,0.26869,0.00186,0.12048,0.88511,0.91554,0.93639,0.8795,0.88066,0.91078,0.93103,0.84653,0.36395,1.27257,0.50786,0.00299,0,0.000154982,0.000154982,0.000154982
227,555.684,0.35252,0.51424,0.3132,0.0021,0.14035,0.87518,0.92895,0.94257,0.88896,0.86969,0.92457,0.9379,0.85334,0.37437,1.32441,0.51534,0.00312,0,0.000151336,0.000151336,0.000151336
228,558.063,0.34339,0.49332,0.32092,0.00198,0.13068,0.8736,0.91755,0.94224,0.88391,0.8736,0.91755,0.94224,0.85303,0.37817,1.36581,0.53051,0.00321,0,0.000147729,0.000147729,0.000147729
229,560.505,0.36205,0.5011,0.29793,0.0022,0.11204,0.89209,0.90879,0.946,0.88673,0.89209,0.90879,0.946,0.85672,0.37367,1.37282,0.55096,0.00316,0,0.000144161,0.000144161,0.000144161
230,562.952,0.33549,0.54437,0.31121,0.00196,0.15535,0.89376,0.91398,0.94878,0.89926,0.89376,0.91398,0.94878,0.86055,0.33983,1.27415,0.52454,0.00285,0,0.000140632,0.000140632,0.000140632
231,565.479,0.35212,0.50757,0.29753,0.00203,0.12111,0.87839,0.92158,0.95167,0.9069,0.87839,0.92158,0.95167,0.86387,0.32066,1.24793,0.49498,0.00265,0,0.000137143,0.000137143,0.000137143
232,567.908,0.33004,0.50869,0.30675,0.00212,0.11828,0.87746,0.93238,0.95332,0.90517,0.87746,0.93238,0.95332,0.86557,0.33181,1.22022,0.46989,0.00271,0,0.000133695,0.000133695,0.000133695
233,570.312,0.35507,0.58371,0.3334,0.00196,0.14565,0.8658,0.94047,0.9545,0.90075,0.8658,0.94047,0.9545,0.87548,0.35078,1.21395,0.45105,0.00291,0,0.000130287,0.000130287,0.000130287
234,572.799,0.31076,0.43962,0.26448,0.00178,0.09956,0.90169,0.89358,0.95387,0.89787,0.90169,0.89358,0.95387,0.87215,0.37518,1.20761,0.45075,0.00323,0,0.000126921,0.000126921,0.000126921
235,575.235,0.31897,0.44372,0.30947,0.00162,0.11111,0.90096,0.89358,0.95291,0.90082,0.90096,0.89358,0.95291,0.87047,0.38118,1.23829,0.46334,0.00329,0,0.000123596,0.000123596,0.000123596
236,577.639,0.32265,0.45152,0.31027,0.00172,0.13273,0.90194,0.89421,0.95613,0.90652,0.90194,0.89421,0.95613,0.87767,0.37442,1.23949,0.46679,0.00319,0,0.000120313,0.000120313,0.000120313
237,580.038,0.32755,0.45476,0.28896,0.00177,0.1233,0.90274,0.89159,0.95581,0.90366,0.90274,0.89159,0.95581,0.8792,0.35706,1.28559,0.4687,0.00305,0,0.000117072,0.000117072,0.000117072
238,582.532,0.33251,0.49183,0.30109,0.00181,0.10432,0.86766,0.91984,0.95631,0.89962,0.86766,0.91984,0.95631,0.87915,0.36114,1.26964,0.47895,0.00298,0,0.000113873,0.000113873,0.000113873
239,584.946,0.32921,0.5143,0.30292,0.00192,0.14239,0.89168,0.89526,0.95514,0.89703,0.89168,0.89526,0.95514,0.8782,0.36364,1.2171,0.47184,0.00297,0,0.000110718,0.000110718,0.000110718
240,587.349,0.37664,0.56394,0.34247,0.0021,0.18385,0.90086,0.89481,0.95709,0.90229,0.90086,0.89481,0.95709,0.87942,0.36006,1.19199,0.47231,0.00294,0,0.000107605,0.000107605,0.000107605
